pair_id,site_id,indian_priority,landcover,task,split,pair_type,s2_path,hr_path,s2_date,hr_date,dt_days,cloud_pct,crs,align_rmse_px,tile_y,tile_x,lr_h,lr_w,common_bands,notes
IND_BENGALURU_LAKE_wald_0000_0000,IND_BENGALURU_LAKE,1,urban_lake,urban,val,wald_synthetic,datasets/raw_s2/IND_BENGALURU_LAKE.tif,,2025-12-08,2025-12-08,0,0.0,EPSG:32643,0.0,0,0,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
IND_BENGALURU_LAKE_wald_0000_0096,IND_BENGALURU_LAKE,1,urban_lake,urban,val,wald_synthetic,datasets/raw_s2/IND_BENGALURU_LAKE.tif,,2025-12-08,2025-12-08,0,0.0,EPSG:32643,0.0,0,96,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
IND_BENGALURU_LAKE_wald_0000_0124,IND_BENGALURU_LAKE,1,urban_lake,urban,val,wald_synthetic,datasets/raw_s2/IND_BENGALURU_LAKE.tif,,2025-12-08,2025-12-08,0,0.0,EPSG:32643,0.0,0,124,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
IND_BENGALURU_LAKE_wald_0096_0000,IND_BENGALURU_LAKE,1,urban_lake,urban,val,wald_synthetic,datasets/raw_s2/IND_BENGALURU_LAKE.tif,,2025-12-08,2025-12-08,0,0.0,EPSG:32643,0.0,96,0,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
IND_BENGALURU_LAKE_wald_0096_0096,IND_BENGALURU_LAKE,1,urban_lake,urban,val,wald_synthetic,datasets/raw_s2/IND_BENGALURU_LAKE.tif,,2025-12-08,2025-12-08,0,0.0,EPSG:32643,0.0,96,96,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
IND_BENGALURU_LAKE_wald_0096_0124,IND_BENGALURU_LAKE,1,urban_lake,urban,val,wald_synthetic,datasets/raw_s2/IND_BENGALURU_LAKE.tif,,2025-12-08,2025-12-08,0,0.0,EPSG:32643,0.0,96,124,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
IND_BENGALURU_LAKE_wald_0129_0000,IND_BENGALURU_LAKE,1,urban_lake,urban,val,wald_synthetic,datasets/raw_s2/IND_BENGALURU_LAKE.tif,,2025-12-08,2025-12-08,0,0.0,EPSG:32643,0.0,129,0,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
IND_BENGALURU_LAKE_wald_0129_0096,IND_BENGALURU_LAKE,1,urban_lake,urban,val,wald_synthetic,datasets/raw_s2/IND_BENGALURU_LAKE.tif,,2025-12-08,2025-12-08,0,0.0,EPSG:32643,0.0,129,96,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
IND_BENGALURU_LAKE_wald_0129_0124,IND_BENGALURU_LAKE,1,urban_lake,urban,val,wald_synthetic,datasets/raw_s2/IND_BENGALURU_LAKE.tif,,2025-12-08,2025-12-08,0,0.0,EPSG:32643,0.0,129,124,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
IND_DELHI_URBAN_wald_0000_0000,IND_DELHI_URBAN,1,urban,urban,test,wald_synthetic,datasets/raw_s2/IND_DELHI_URBAN.tif,,2025-12-24,2025-12-24,0,0.0,EPSG:32643,0.0,0,0,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
IND_DELHI_URBAN_wald_0000_0096,IND_DELHI_URBAN,1,urban,urban,test,wald_synthetic,datasets/raw_s2/IND_DELHI_URBAN.tif,,2025-12-24,2025-12-24,0,0.0,EPSG:32643,0.0,0,96,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
IND_DELHI_URBAN_wald_0000_0102,IND_DELHI_URBAN,1,urban,urban,test,wald_synthetic,datasets/raw_s2/IND_DELHI_URBAN.tif,,2025-12-24,2025-12-24,0,0.0,EPSG:32643,0.0,0,102,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
IND_DELHI_URBAN_wald_0096_0000,IND_DELHI_URBAN,1,urban,urban,test,wald_synthetic,datasets/raw_s2/IND_DELHI_URBAN.tif,,2025-12-24,2025-12-24,0,0.0,EPSG:32643,0.0,96,0,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
IND_DELHI_URBAN_wald_0096_0096,IND_DELHI_URBAN,1,urban,urban,test,wald_synthetic,datasets/raw_s2/IND_DELHI_URBAN.tif,,2025-12-24,2025-12-24,0,0.0,EPSG:32643,0.0,96,96,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
IND_DELHI_URBAN_wald_0096_0102,IND_DELHI_URBAN,1,urban,urban,test,wald_synthetic,datasets/raw_s2/IND_DELHI_URBAN.tif,,2025-12-24,2025-12-24,0,0.0,EPSG:32643,0.0,96,102,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
IND_DELHI_URBAN_wald_0131_0000,IND_DELHI_URBAN,1,urban,urban,test,wald_synthetic,datasets/raw_s2/IND_DELHI_URBAN.tif,,2025-12-24,2025-12-24,0,0.0,EPSG:32643,0.0,131,0,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
IND_DELHI_URBAN_wald_0131_0096,IND_DELHI_URBAN,1,urban,urban,test,wald_synthetic,datasets/raw_s2/IND_DELHI_URBAN.tif,,2025-12-24,2025-12-24,0,0.0,EPSG:32643,0.0,131,96,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
IND_DELHI_URBAN_wald_0131_0102,IND_DELHI_URBAN,1,urban,urban,test,wald_synthetic,datasets/raw_s2/IND_DELHI_URBAN.tif,,2025-12-24,2025-12-24,0,0.0,EPSG:32643,0.0,131,102,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
IND_JAIPUR_SEMIARID_wald_0000_0000,IND_JAIPUR_SEMIARID,1,semiarid,crop,train,wald_synthetic,datasets/raw_s2/IND_JAIPUR_SEMIARID.tif,,2025-12-16,2025-12-16,0,0.0,EPSG:32643,0.0,0,0,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
IND_JAIPUR_SEMIARID_wald_0000_0096,IND_JAIPUR_SEMIARID,1,semiarid,crop,train,wald_synthetic,datasets/raw_s2/IND_JAIPUR_SEMIARID.tif,,2025-12-16,2025-12-16,0,0.0,EPSG:32643,0.0,0,96,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
IND_JAIPUR_SEMIARID_wald_0000_0102,IND_JAIPUR_SEMIARID,1,semiarid,crop,train,wald_synthetic,datasets/raw_s2/IND_JAIPUR_SEMIARID.tif,,2025-12-16,2025-12-16,0,0.0,EPSG:32643,0.0,0,102,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
IND_JAIPUR_SEMIARID_wald_0096_0000,IND_JAIPUR_SEMIARID,1,semiarid,crop,train,wald_synthetic,datasets/raw_s2/IND_JAIPUR_SEMIARID.tif,,2025-12-16,2025-12-16,0,0.0,EPSG:32643,0.0,96,0,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
IND_JAIPUR_SEMIARID_wald_0096_0096,IND_JAIPUR_SEMIARID,1,semiarid,crop,train,wald_synthetic,datasets/raw_s2/IND_JAIPUR_SEMIARID.tif,,2025-12-16,2025-12-16,0,0.0,EPSG:32643,0.0,96,96,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
IND_JAIPUR_SEMIARID_wald_0096_0102,IND_JAIPUR_SEMIARID,1,semiarid,crop,train,wald_synthetic,datasets/raw_s2/IND_JAIPUR_SEMIARID.tif,,2025-12-16,2025-12-16,0,0.0,EPSG:32643,0.0,96,102,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
IND_JAIPUR_SEMIARID_wald_0128_0000,IND_JAIPUR_SEMIARID,1,semiarid,crop,train,wald_synthetic,datasets/raw_s2/IND_JAIPUR_SEMIARID.tif,,2025-12-16,2025-12-16,0,0.0,EPSG:32643,0.0,128,0,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
IND_JAIPUR_SEMIARID_wald_0128_0096,IND_JAIPUR_SEMIARID,1,semiarid,crop,train,wald_synthetic,datasets/raw_s2/IND_JAIPUR_SEMIARID.tif,,2025-12-16,2025-12-16,0,0.0,EPSG:32643,0.0,128,96,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
IND_JAIPUR_SEMIARID_wald_0128_0102,IND_JAIPUR_SEMIARID,1,semiarid,crop,train,wald_synthetic,datasets/raw_s2/IND_JAIPUR_SEMIARID.tif,,2025-12-16,2025-12-16,0,0.0,EPSG:32643,0.0,128,102,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
IND_MUMBAI_COAST_wald_0000_0000,IND_MUMBAI_COAST,1,coastal_urban,urban,test,wald_synthetic,datasets/raw_s2/IND_MUMBAI_COAST.tif,,2025-12-27,2025-12-27,0,0.0,EPSG:32642,0.0,0,0,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
IND_MUMBAI_COAST_wald_0000_0096,IND_MUMBAI_COAST,1,coastal_urban,urban,test,wald_synthetic,datasets/raw_s2/IND_MUMBAI_COAST.tif,,2025-12-27,2025-12-27,0,0.0,EPSG:32642,0.0,0,96,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
IND_MUMBAI_COAST_wald_0000_0120,IND_MUMBAI_COAST,1,coastal_urban,urban,test,wald_synthetic,datasets/raw_s2/IND_MUMBAI_COAST.tif,,2025-12-27,2025-12-27,0,0.0,EPSG:32642,0.0,0,120,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
IND_MUMBAI_COAST_wald_0096_0000,IND_MUMBAI_COAST,1,coastal_urban,urban,test,wald_synthetic,datasets/raw_s2/IND_MUMBAI_COAST.tif,,2025-12-27,2025-12-27,0,0.0,EPSG:32642,0.0,96,0,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
IND_MUMBAI_COAST_wald_0096_0096,IND_MUMBAI_COAST,1,coastal_urban,urban,test,wald_synthetic,datasets/raw_s2/IND_MUMBAI_COAST.tif,,2025-12-27,2025-12-27,0,0.0,EPSG:32642,0.0,96,96,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
IND_MUMBAI_COAST_wald_0096_0120,IND_MUMBAI_COAST,1,coastal_urban,urban,test,wald_synthetic,datasets/raw_s2/IND_MUMBAI_COAST.tif,,2025-12-27,2025-12-27,0,0.0,EPSG:32642,0.0,96,120,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
IND_MUMBAI_COAST_wald_0132_0000,IND_MUMBAI_COAST,1,coastal_urban,urban,test,wald_synthetic,datasets/raw_s2/IND_MUMBAI_COAST.tif,,2025-12-27,2025-12-27,0,0.0,EPSG:32642,0.0,132,0,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
IND_MUMBAI_COAST_wald_0132_0096,IND_MUMBAI_COAST,1,coastal_urban,urban,test,wald_synthetic,datasets/raw_s2/IND_MUMBAI_COAST.tif,,2025-12-27,2025-12-27,0,0.0,EPSG:32642,0.0,132,96,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
IND_MUMBAI_COAST_wald_0132_0120,IND_MUMBAI_COAST,1,coastal_urban,urban,test,wald_synthetic,datasets/raw_s2/IND_MUMBAI_COAST.tif,,2025-12-27,2025-12-27,0,0.0,EPSG:32642,0.0,132,120,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
IND_PUNJAB_AGRI_wald_0000_0000,IND_PUNJAB_AGRI,1,cropland,crop,train,wald_synthetic,datasets/raw_s2/IND_PUNJAB_AGRI.tif,,2025-12-02,2025-12-02,0,0.0,EPSG:32643,0.0,0,0,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
IND_PUNJAB_AGRI_wald_0000_0094,IND_PUNJAB_AGRI,1,cropland,crop,train,wald_synthetic,datasets/raw_s2/IND_PUNJAB_AGRI.tif,,2025-12-02,2025-12-02,0,0.0,EPSG:32643,0.0,0,94,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
IND_PUNJAB_AGRI_wald_0096_0000,IND_PUNJAB_AGRI,1,cropland,crop,train,wald_synthetic,datasets/raw_s2/IND_PUNJAB_AGRI.tif,,2025-12-02,2025-12-02,0,0.0,EPSG:32643,0.0,96,0,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
IND_PUNJAB_AGRI_wald_0096_0094,IND_PUNJAB_AGRI,1,cropland,crop,train,wald_synthetic,datasets/raw_s2/IND_PUNJAB_AGRI.tif,,2025-12-02,2025-12-02,0,0.0,EPSG:32643,0.0,96,94,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
IND_PUNJAB_AGRI_wald_0129_0000,IND_PUNJAB_AGRI,1,cropland,crop,train,wald_synthetic,datasets/raw_s2/IND_PUNJAB_AGRI.tif,,2025-12-02,2025-12-02,0,0.0,EPSG:32643,0.0,129,0,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
IND_PUNJAB_AGRI_wald_0129_0094,IND_PUNJAB_AGRI,1,cropland,crop,train,wald_synthetic,datasets/raw_s2/IND_PUNJAB_AGRI.tif,,2025-12-02,2025-12-02,0,0.0,EPSG:32643,0.0,129,94,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
NL_ROTTERDAM_PORT_wald_0000_0000,NL_ROTTERDAM_PORT,0,port,disaster,val,wald_synthetic,datasets/raw_s2/NL_ROTTERDAM_PORT.tif,,2025-12-25,2025-12-25,0,0.0,EPSG:32631,0.0,0,0,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
NL_ROTTERDAM_PORT_wald_0000_0035,NL_ROTTERDAM_PORT,0,port,disaster,val,wald_synthetic,datasets/raw_s2/NL_ROTTERDAM_PORT.tif,,2025-12-25,2025-12-25,0,0.0,EPSG:32631,0.0,0,35,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
NL_ROTTERDAM_PORT_wald_0096_0000,NL_ROTTERDAM_PORT,0,port,disaster,val,wald_synthetic,datasets/raw_s2/NL_ROTTERDAM_PORT.tif,,2025-12-25,2025-12-25,0,0.0,EPSG:32631,0.0,96,0,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
NL_ROTTERDAM_PORT_wald_0096_0035,NL_ROTTERDAM_PORT,0,port,disaster,val,wald_synthetic,datasets/raw_s2/NL_ROTTERDAM_PORT.tif,,2025-12-25,2025-12-25,0,0.0,EPSG:32631,0.0,96,35,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
NL_ROTTERDAM_PORT_wald_0131_0000,NL_ROTTERDAM_PORT,0,port,disaster,val,wald_synthetic,datasets/raw_s2/NL_ROTTERDAM_PORT.tif,,2025-12-25,2025-12-25,0,0.0,EPSG:32631,0.0,131,0,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
NL_ROTTERDAM_PORT_wald_0131_0035,NL_ROTTERDAM_PORT,0,port,disaster,val,wald_synthetic,datasets/raw_s2/NL_ROTTERDAM_PORT.tif,,2025-12-25,2025-12-25,0,0.0,EPSG:32631,0.0,131,35,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
UAE_DUBAI_COAST_wald_0000_0000,UAE_DUBAI_COAST,0,coastal_urban,urban,train,wald_synthetic,datasets/raw_s2/UAE_DUBAI_COAST.tif,,2025-12-23,2025-12-23,0,0.0,EPSG:32640,0.0,0,0,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
UAE_DUBAI_COAST_wald_0000_0096,UAE_DUBAI_COAST,0,coastal_urban,urban,train,wald_synthetic,datasets/raw_s2/UAE_DUBAI_COAST.tif,,2025-12-23,2025-12-23,0,0.0,EPSG:32640,0.0,0,96,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
UAE_DUBAI_COAST_wald_0000_0107,UAE_DUBAI_COAST,0,coastal_urban,urban,train,wald_synthetic,datasets/raw_s2/UAE_DUBAI_COAST.tif,,2025-12-23,2025-12-23,0,0.0,EPSG:32640,0.0,0,107,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
UAE_DUBAI_COAST_wald_0096_0000,UAE_DUBAI_COAST,0,coastal_urban,urban,train,wald_synthetic,datasets/raw_s2/UAE_DUBAI_COAST.tif,,2025-12-23,2025-12-23,0,0.0,EPSG:32640,0.0,96,0,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
UAE_DUBAI_COAST_wald_0096_0096,UAE_DUBAI_COAST,0,coastal_urban,urban,train,wald_synthetic,datasets/raw_s2/UAE_DUBAI_COAST.tif,,2025-12-23,2025-12-23,0,0.0,EPSG:32640,0.0,96,96,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
UAE_DUBAI_COAST_wald_0096_0107,UAE_DUBAI_COAST,0,coastal_urban,urban,train,wald_synthetic,datasets/raw_s2/UAE_DUBAI_COAST.tif,,2025-12-23,2025-12-23,0,0.0,EPSG:32640,0.0,96,107,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
UAE_DUBAI_COAST_wald_0130_0000,UAE_DUBAI_COAST,0,coastal_urban,urban,train,wald_synthetic,datasets/raw_s2/UAE_DUBAI_COAST.tif,,2025-12-23,2025-12-23,0,0.0,EPSG:32640,0.0,130,0,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
UAE_DUBAI_COAST_wald_0130_0096,UAE_DUBAI_COAST,0,coastal_urban,urban,train,wald_synthetic,datasets/raw_s2/UAE_DUBAI_COAST.tif,,2025-12-23,2025-12-23,0,0.0,EPSG:32640,0.0,130,96,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
UAE_DUBAI_COAST_wald_0130_0107,UAE_DUBAI_COAST,0,coastal_urban,urban,train,wald_synthetic,datasets/raw_s2/UAE_DUBAI_COAST.tif,,2025-12-23,2025-12-23,0,0.0,EPSG:32640,0.0,130,107,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
USA_MOUNTAIN_LAKE_real_0000_0000,USA_MOUNTAIN_LAKE,0,forest_lake,general,train,real_paired,datasets/raw_s2/USA_MOUNTAIN_LAKE.tif,datasets/raw_hr/USA_MOUNTAIN_LAKE_hr_2p5m.tif,2023-11-29,2023-10-12,48,,EPSG:32617,,0,0,256,205,"B02,B03,B04,B08",NAIP va_m_3708036_sw_17_060_20231012_20240103 bands=4
USA_MOUNTAIN_LAKE_wald_0000_0000,USA_MOUNTAIN_LAKE,0,forest_lake,general,train,wald_synthetic,datasets/raw_s2/USA_MOUNTAIN_LAKE.tif,,2023-11-29,2023-11-29,0,0.0,EPSG:32617,0.0,0,0,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
USA_MOUNTAIN_LAKE_wald_0000_0077,USA_MOUNTAIN_LAKE,0,forest_lake,general,train,wald_synthetic,datasets/raw_s2/USA_MOUNTAIN_LAKE.tif,,2023-11-29,2023-11-29,0,0.0,EPSG:32617,0.0,0,77,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
USA_MOUNTAIN_LAKE_wald_0096_0000,USA_MOUNTAIN_LAKE,0,forest_lake,general,train,wald_synthetic,datasets/raw_s2/USA_MOUNTAIN_LAKE.tif,,2023-11-29,2023-11-29,0,0.0,EPSG:32617,0.0,96,0,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
USA_MOUNTAIN_LAKE_wald_0096_0077,USA_MOUNTAIN_LAKE,0,forest_lake,general,train,wald_synthetic,datasets/raw_s2/USA_MOUNTAIN_LAKE.tif,,2023-11-29,2023-11-29,0,0.0,EPSG:32617,0.0,96,77,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
USA_MOUNTAIN_LAKE_wald_0128_0000,USA_MOUNTAIN_LAKE,0,forest_lake,general,train,wald_synthetic,datasets/raw_s2/USA_MOUNTAIN_LAKE.tif,,2023-11-29,2023-11-29,0,0.0,EPSG:32617,0.0,128,0,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
USA_MOUNTAIN_LAKE_wald_0128_0077,USA_MOUNTAIN_LAKE,0,forest_lake,general,train,wald_synthetic,datasets/raw_s2/USA_MOUNTAIN_LAKE.tif,,2023-11-29,2023-11-29,0,0.0,EPSG:32617,0.0,128,77,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
USA_SALINAS_AGRI_real_0000_0000,USA_SALINAS_AGRI,0,cropland,crop,train,real_paired,datasets/raw_s2/USA_SALINAS_AGRI.tif,datasets/raw_hr/USA_SALINAS_AGRI_hr_2p5m.tif,2022-09-16,2022-05-14,125,,EPSG:32610,,0,0,258,209,"B02,B03,B04,B08",NAIP ca_m_3612119_se_10_060_20220514 bands=4
USA_SALINAS_AGRI_wald_0000_0000,USA_SALINAS_AGRI,0,cropland,crop,train,wald_synthetic,datasets/raw_s2/USA_SALINAS_AGRI.tif,,2022-09-16,2022-09-16,0,0.0,EPSG:32610,0.0,0,0,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
USA_SALINAS_AGRI_wald_0000_0081,USA_SALINAS_AGRI,0,cropland,crop,train,wald_synthetic,datasets/raw_s2/USA_SALINAS_AGRI.tif,,2022-09-16,2022-09-16,0,0.0,EPSG:32610,0.0,0,81,32,32,"B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12",wald scale=4
